zipcode,zone,range,zone_general,range_general
50476,4B,-25 to -20,4,-30 to -20
50477,5A,-20 to -15,5,-20 to -10
50478,5A,-20 to -15,5,-20 to -10
50479,5A,-20 to -15,5,-20 to -10
50480,5A,-20 to -15,5,-20 to -10
50481,4B,-25 to -20,4,-30 to -20
50482,5A,-20 to -15,5,-20 to -10
50483,5A,-20 to -15,5,-20 to -10
50484,5A,-20 to -15,5,-20 to -10
50501,5A,-20 to -15,5,-20 to -10
50510,5A,-20 to -15,5,-20 to -10
50511,5A,-20 to -15,5,-20 to -10
50514,5A,-20 to -15,5,-20 to -10
50515,5A,-20 to -15,5,-20 to -10
50516,5A,-20 to -15,5,-20 to -10
50517,5A,-20 to -15,5,-20 to -10
50518,5A,-20 to -15,5,-20 to -10
50519,5A,-20 to -15,5,-20 to -10
50520,5A,-20 to -15,5,-20 to -10
50521,5A,-20 to -15,5,-20 to -10
50522,5A,-20 to -15,5,-20 to -10
50523,5A,-20 to -15,5,-20 to -10
50524,5A,-20 to -15,5,-20 to -10
50525,5A,-20 to -15,5,-20 to -10
50526,5A,-20 to -15,5,-20 to -10
50527,5A,-20 to -15,5,-20 to -10
50528,5A,-20 to -15,5,-20 to -10
50529,5A,-20 to -15,5,-20 to -10
50530,5A,-20 to -15,5,-20 to -10
50531,5A,-20 to -15,5,-20 to -10
50532,5A,-20 to -15,5,-20 to -10
50533,5A,-20 to -15,5,-20 to -10
50535,5A,-20 to -15,5,-20 to -10
50536,5A,-20 to -15,5,-20 to -10
50538,5A,-20 to -15,5,-20 to -10
50539,5A,-20 to -15,5,-20 to -10
50540,5A,-20 to -15,5,-20 to -10
50541,5A,-20 to -15,5,-20 to -10
50542,5A,-20 to -15,5,-20 to -10
50543,5A,-20 to -15,5,-20 to -10
50544,5A,-20 to -15,5,-20 to -10
50545,5A,-20 to -15,5,-20 to -10
50546,5A,-20 to -15,5,-20 to -10
50548,5A,-20 to -15,5,-20 to -10
50551,5A,-20 to -15,5,-20 to -10
50552,5A,-20 to -15,5,-20 to -10
50554,5A,-20 to -15,5,-20 to -10
50556,5A,-20 to -15,5,-20 to -10
50557,5A,-20 to -15,5,-20 to -10
50558,5A,-20 to -15,5,-20 to -10
50559,5A,-20 to -15,5,-20 to -10
50560,5A,-20 to -15,5,-20 to -10
50561,5A,-20 to -15,5,-20 to -10
50562,5A,-20 to -15,5,-20 to -10
50563,5A,-20 to -15,5,-20 to -10
50565,5A,-20 to -15,5,-20 to -10
50566,5A,-20 to -15,5,-20 to -10
50567,5A,-20 to -15,5,-20 to -10
50568,5A,-20 to -15,5,-20 to -10
50569,5A,-20 to -15,5,-20 to -10
50570,5A,-20 to -15,5,-20 to -10
50571,5A,-20 to -15,5,-20 to -10
50573,5A,-20 to -15,5,-20 to -10
50574,5A,-20 to -15,5,-20 to -10
50575,5A,-20 to -15,5,-20 to -10
50576,5A,-20 to -15,5,-20 to -10
50577,5A,-20 to -15,5,-20 to -10
50578,5A,-20 to -15,5,-20 to -10
50579,5A,-20 to -15,5,-20 to -10
50581,5A,-20 to -15,5,-20 to -10
50582,5A,-20 to -15,5,-20 to -10
50583,5A,-20 to -15,5,-20 to -10
50585,5A,-20 to -15,5,-20 to -10
50586,5A,-20 to -15,5,-20 to -10
50588,5A,-20 to -15,5,-20 to -10
50590,5A,-20 to -15,5,-20 to -10
50591,5A,-20 to -15,5,-20 to -10
50592,5A,-20 to -15,5,-20 to -10
50593,5A,-20 to -15,5,-20 to -10
50594,5A,-20 to -15,5,-20 to -10
50595,5A,-20 to -15,5,-20 to -10
50597,5A,-20 to -15,5,-20 to -10
50598,5A,-20 to -15,5,-20 to -10
50599,5A,-20 to -15,5,-20 to -10
50601,5A,-20 to -15,5,-20 to -10
50602,5A,-20 to -15,5,-20 to -10
50603,5A,-20 to -15,5,-20 to -10
50604,5A,-20 to -15,5,-20 to -10
50605,5A,-20 to -15,5,-20 to -10
50606,4B,-25 to -20,4,-30 to -20
50607,5A,-20 to -15,5,-20 to -10
50608,5A,-20 to -15,5,-20 to -10
50609,5A,-20 to -15,5,-20 to -10
50611,5A,-20 to -15,5,-20 to -10
50612,5A,-20 to -15,5,-20 to -10
50613,5A,-20 to -15,5,-20 to -10
50614,5A,-20 to -15,5,-20 to -10
50616,5A,-20 to -15,5,-20 to -10
50619,5A,-20 to -15,5,-20 to -10
50620,5A,-20 to -15,5,-20 to -10
50621,5A,-20 to -15,5,-20 to -10
50622,5A,-20 to -15,5,-20 to -10
50623,5A,-20 to -15,5,-20 to -10
50624,5A,-20 to -15,5,-20 to -10
50625,5A,-20 to -15,5,-20 to -10
50626,5A,-20 to -15,5,-20 to -10
50627,5A,-20 to -15,5,-20 to -10
50628,4B,-25 to -20,4,-30 to -20
50629,5A,-20 to -15,5,-20 to -10
50630,5A,-20 to -15,5,-20 to -10
50631,5A,-20 to -15,5,-20 to -10
50632,5A,-20 to -15,5,-20 to -10
50633,5A,-20 to -15,5,-20 to -10
50634,5A,-20 to -15,5,-20 to -10
50635,5A,-20 to -15,5,-20 to -10
50636,5A,-20 to -15,5,-20 to -10
50638,5A,-20 to -15,5,-20 to -10
50641,5A,-20 to -15,5,-20 to -10
50642,5A,-20 to -15,5,-20 to -10
50643,5A,-20 to -15,5,-20 to -10
50644,5A,-20 to -15,5,-20 to -10
50645,5A,-20 to -15,5,-20 to -10
50647,5A,-20 to -15,5,-20 to -10
50648,5A,-20 to -15,5,-20 to -10
50649,5A,-20 to -15,5,-20 to -10
50650,5A,-20 to -15,5,-20 to -10
50651,5A,-20 to -15,5,-20 to -10
50652,5A,-20 to -15,5,-20 to -10
50653,5A,-20 to -15,5,-20 to -10
50654,5A,-20 to -15,5,-20 to -10
50655,4B,-25 to -20,4,-30 to -20
50657,5A,-20 to -15,5,-20 to -10
50658,5A,-20 to -15,5,-20 to -10
50659,5A,-20 to -15,5,-20 to -10
50660,5A,-20 to -15,5,-20 to -10
50661,5A,-20 to -15,5,-20 to -10
50662,5A,-20 to -15,5,-20 to -10
50664,5A,-20 to -15,5,-20 to -10
50665,5A,-20 to -15,5,-20 to -10
50666,5A,-20 to -15,5,-20 to -10
50667,5A,-20 to -15,5,-20 to -10
50668,5A,-20 to -15,5,-20 to -10
50669,5A,-20 to -15,5,-20 to -10
50670,5A,-20 to -15,5,-20 to -10
50671,5A,-20 to -15,5,-20 to -10
50672,5A,-20 to -15,5,-20 to -10
50673,5A,-20 to -15,5,-20 to -10
50674,5A,-20 to -15,5,-20 to -10
50675,5A,-20 to -15,5,-20 to -10
50676,5A,-20 to -15,5,-20 to -10
50677,5A,-20 to -15,5,-20 to -10
50680,5A,-20 to -15,5,-20 to -10
50681,5A,-20 to -15,5,-20 to -10
50682,5A,-20 to -15,5,-20 to -10
50701,5A,-20 to -15,5,-20 to -10
50702,5A,-20 to -15,5,-20 to -10
50703,5A,-20 to -15,5,-20 to -10
50704,5A,-20 to -15,5,-20 to -10
50707,5A,-20 to -15,5,-20 to -10
50801,5A,-20 to -15,5,-20 to -10
50830,5A,-20 to -15,5,-20 to -10
50831,5A,-20 to -15,5,-20 to -10
50833,5A,-20 to -15,5,-20 to -10
50835,5B,-15 to -10,5,-20 to -10
50836,5B,-15 to -10,5,-20 to -10
50837,5A,-20 to -15,5,-20 to -10
50839,5A,-20 to -15,5,-20 to -10
50840,5A,-20 to -15,5,-20 to -10
50841,5A,-20 to -15,5,-20 to -10
50842,5A,-20 to -15,5,-20 to -10
50843,5A,-20 to -15,5,-20 to -10
50845,5B,-15 to -10,5,-20 to -10
50846,5A,-20 to -15,5,-20 to -10
50847,5A,-20 to -15,5,-20 to -10
50848,5A,-20 to -15,5,-20 to -10
50849,5B,-15 to -10,5,-20 to -10
50851,5A,-20 to -15,5,-20 to -10
50853,5A,-20 to -15,5,-20 to -10
50854,5B,-15 to -10,5,-20 to -10
50857,5A,-20 to -15,5,-20 to -10
50858,5A,-20 to -15,5,-20 to -10
50859,5A,-20 to -15,5,-20 to -10
50860,5B,-15 to -10,5,-20 to -10
50861,5B,-15 to -10,5,-20 to -10
50862,5A,-20 to -15,5,-20 to -10
50863,5B,-15 to -10,5,-20 to -10
50864,5A,-20 to -15,5,-20 to -10
50936,5B,-15 to -10,5,-20 to -10
50940,5B,-15 to -10,5,-20 to -10
50947,5B,-15 to -10,5,-20 to -10
50950,5B,-15 to -10,5,-20 to -10
50980,5B,-15 to -10,5,-20 to -10
50981,5B,-15 to -10,5,-20 to -10
50982,5B,-15 to -10,5,-20 to -10
50983,5B,-15 to -10,5,-20 to -10
51001,5A,-20 to -15,5,-20 to -10
51002,5A,-20 to -15,5,-20 to -10
51003,5A,-20 to -15,5,-20 to -10
51004,5A,-20 to -15,5,-20 to -10
51005,5A,-20 to -15,5,-20 to -10
51006,5A,-20 to -15,5,-20 to -10
51007,5A,-20 to -15,5,-20 to -10
51008,5A,-20 to -15,5,-20 to -10
51009,5A,-20 to -15,5,-20 to -10
51010,5A,-20 to -15,5,-20 to -10
51011,5A,-20 to -15,5,-20 to -10
51012,5A,-20 to -15,5,-20 to -10
51014,5A,-20 to -15,5,-20 to -10
51015,5A,-20 to -15,5,-20 to -10
51016,5A,-20 to -15,5,-20 to -10
51018,5A,-20 to -15,5,-20 to -10
51019,5A,-20 to -15,5,-20 to -10
51020,5A,-20 to -15,5,-20 to -10
51022,4B,-25 to -20,4,-30 to -20
51023,5A,-20 to -15,5,-20 to -10
51024,5A,-20 to -15,5,-20 to -10
51025,5A,-20 to -15,5,-20 to -10
51026,5A,-20 to -15,5,-20 to -10
51027,4B,-25 to -20,4,-30 to -20
51028,5A,-20 to -15,5,-20 to -10
51029,5A,-20 to -15,5,-20 to -10
51030,5A,-20 to -15,5,-20 to -10
51031,5A,-20 to -15,5,-20 to -10
51033,5A,-20 to -15,5,-20 to -10
51034,5A,-20 to -15,5,-20 to -10
51035,5A,-20 to -15,5,-20 to -10
51036,5A,-20 to -15,5,-20 to -10
51037,5A,-20 to -15,5,-20 to -10
51038,5A,-20 to -15,5,-20 to -10
51039,5A,-20 to -15,5,-20 to -10
51040,5A,-20 to -15,5,-20 to -10
51041,5A,-20 to -15,5,-20 to -10
51044,5A,-20 to -15,5,-20 to -10
51045,5A,-20 to -15,5,-20 to -10
51046,4B,-25 to -20,4,-30 to -20
51047,5A,-20 to -15,5,-20 to -10
51048,5A,-20 to -15,5,-20 to -10
51049,5A,-20 to -15,5,-20 to -10
51050,5A,-20 to -15,5,-20 to -10
51051,5A,-20 to -15,5,-20 to -10
51052,5A,-20 to -15,5,-20 to -10
51053,5A,-20 to -15,5,-20 to -10
51054,5A,-20 to -15,5,-20 to -10
51055,5A,-20 to -15,5,-20 to -10
51056,5A,-20 to -15,5,-20 to -10
51058,5A,-20 to -15,5,-20 to -10
51060,5A,-20 to -15,5,-20 to -10
51061,5A,-20 to -15,5,-20 to -10
51062,5A,-20 to -15,5,-20 to -10
51063,5A,-20 to -15,5,-20 to -10
51101,5A,-20 to -15,5,-20 to -10
51102,5A,-20 to -15,5,-20 to -10
51103,5A,-20 to -15,5,-20 to -10
51104,5A,-20 to -15,5,-20 to -10
51105,5A,-20 to -15,5,-20 to -10
51106,5A,-20 to -15,5,-20 to -10
51108,5A,-20 to -15,5,-20 to -10
51109,5A,-20 to -15,5,-20 to -10
51111,5A,-20 to -15,5,-20 to -10
51201,4B,-25 to -20,4,-30 to -20
51230,4B,-25 to -20,4,-30 to -20
51231,4B,-25 to -20,4,-30 to -20
51232,4B,-25 to -20,4,-30 to -20
51234,4B,-25 to -20,4,-30 to -20
51235,4B,-25 to -20,4,-30 to -20
51237,4B,-25 to -20,4,-30 to -20
51238,4B,-25 to -20,4,-30 to -20
51239,4B,-25 to -20,4,-30 to -20
51240,4B,-25 to -20,4,-30 to -20
51241,4B,-25 to -20,4,-30 to -20
51242,4B,-25 to -20,4,-30 to -20
51243,4B,-25 to -20,4,-30 to -20
51244,4B,-25 to -20,4,-30 to -20
51245,4B,-25 to -20,4,-30 to -20
51246,4B,-25 to -20,4,-30 to -20
51247,5A,-20 to -15,5,-20 to -10
51248,4B,-25 to -20,4,-30 to -20
51249,4B,-25 to -20,4,-30 to -20
51250,5A,-20 to -15,5,-20 to -10
51301,5A,-20 to -15,5,-20 to -10
51331,5A,-20 to -15,5,-20 to -10
51333,5A,-20 to -15,5,-20 to -10
51334,5A,-20 to -15,5,-20 to -10
51338,5A,-20 to -15,5,-20 to -10
51340,5A,-20 to -15,5,-20 to -10
51341,5A,-20 to -15,5,-20 to -10
51342,5A,-20 to -15,5,-20 to -10
51343,5A,-20 to -15,5,-20 to -10
51345,4B,-25 to -20,4,-30 to -20
51346,4B,-25 to -20,4,-30 to -20
51347,5A,-20 to -15,5,-20 to -10
51350,4B,-25 to -20,4,-30 to -20
51351,5A,-20 to -15,5,-20 to -10
51354,4B,-25 to -20,4,-30 to -20
51355,5A,-20 to -15,5,-20 to -10
51357,5A,-20 to -15,5,-20 to -10
51358,5A,-20 to -15,5,-20 to -10
51360,5A,-20 to -15,5,-20 to -10
51363,5A,-20 to -15,5,-20 to -10
51364,5A,-20 to -15,5,-20 to -10
51365,5A,-20 to -15,5,-20 to -10
51366,5A,-20 to -15,5,-20 to -10
51401,5A,-20 to -15,5,-20 to -10
51430,5A,-20 to -15,5,-20 to -10
51431,5A,-20 to -15,5,-20 to -10
51432,5A,-20 to -15,5,-20 to -10
51433,5A,-20 to -15,5,-20 to -10
51436,5A,-20 to -15,5,-20 to -10
51439,5A,-20 to -15,5,-20 to -10
51440,5A,-20 to -15,5,-20 to -10
51441,5A,-20 to -15,5,-20 to -10
51442,5A,-20 to -15,5,-20 to -10
51443,5A,-20 to -15,5,-20 to -10
51444,5A,-20 to -15,5,-20 to -10
51445,5A,-20 to -15,5,-20 to -10
51446,5A,-20 to -15,5,-20 to -10
51447,5A,-20 to -15,5,-20 to -10
51448,5A,-20 to -15,5,-20 to -10
51449,5A,-20 to -15,5,-20 to -10
51450,5A,-20 to -15,5,-20 to -10
51451,5A,-20 to -15,5,-20 to -10
51452,5A,-20 to -15,5,-20 to -10
51453,5A,-20 to -15,5,-20 to -10
51454,5A,-20 to -15,5,-20 to -10
51455,5A,-20 to -15,5,-20 to -10
51458,5A,-20 to -15,5,-20 to -10
51459,5A,-20 to -15,5,-20 to -10
51460,5A,-20 to -15,5,-20 to -10
51461,5A,-20 to -15,5,-20 to -10
51462,5A,-20 to -15,5,-20 to -10
51463,5A,-20 to -15,5,-20 to -10
51465,5A,-20 to -15,5,-20 to -10
51466,5A,-20 to -15,5,-20 to -10
51467,5A,-20 to -15,5,-20 to -10
51501,5B,-15 to -10,5,-20 to -10
51502,5B,-15 to -10,5,-20 to -10
51503,5B,-15 to -10,5,-20 to -10
51510,5B,-15 to -10,5,-20 to -10
51520,5A,-20 to -15,5,-20 to -10
51521,5A,-20 to -15,5,-20 to -10
51523,5A,-20 to -15,5,-20 to -10
51525,5A,-20 to -15,5,-20 to -10
51526,5B,-15 to -10,5,-20 to -10
51527,5A,-20 to -15,5,-20 to -10
51528,5A,-20 to -15,5,-20 to -10
51529,5A,-20 to -15,5,-20 to -10
51530,5A,-20 to -15,5,-20 to -10
51531,5A,-20 to -15,5,-20 to -10
51532,5A,-20 to -15,5,-20 to -10
51533,5B,-15 to -10,5,-20 to -10
51534,5A,-20 to -15,5,-20 to -10
51535,5A,-20 to -15,5,-20 to -10
51536,5A,-20 to -15,5,-20 to -10
51537,5A,-20 to -15,5,-20 to -10
51540,5B,-15 to -10,5,-20 to -10
51541,5A,-20 to -15,5,-20 to -10
51542,5B,-15 to -10,5,-20 to -10
51543,5A,-20 to -15,5,-20 to -10
51544,5A,-20 to -15,5,-20 to -10
51545,5A,-20 to -15,5,-20 to -10
51546,5A,-20 to -15,5,-20 to -10
51548,5B,-15 to -10,5,-20 to -10
51549,5A,-20 to -15,5,-20 to -10
51550,5A,-20 to -15,5,-20 to -10
51551,5B,-15 to -10,5,-20 to -10
51552,5A,-20 to -15,5,-20 to -10
51553,5A,-20 to -15,5,-20 to -10
51554,5B,-15 to -10,5,-20 to -10
51555,5A,-20 to -15,5,-20 to -10
51556,5B,-15 to -10,5,-20 to -10
51557,5A,-20 to -15,5,-20 to -10
51558,5A,-20 to -15,5,-20 to -10
51559,5A,-20 to -15,5,-20 to -10
51560,5A,-20 to -15,5,-20 to -10
51561,5A,-20 to -15,5,-20 to -10
51562,5A,-20 to -15,5,-20 to -10
51563,5A,-20 to -15,5,-20 to -10
51564,5A,-20 to -15,5,-20 to -10
51565,5A,-20 to -15,5,-20 to -10
51566,5A,-20 to -15,5,-20 to -10
51570,5A,-20 to -15,5,-20 to -10
51571,5B,-15 to -10,5,-20 to -10
51572,5A,-20 to -15,5,-20 to -10
51573,5A,-20 to -15,5,-20 to -10
51575,5A,-20 to -15,5,-20 to -10
51576,5B,-15 to -10,5,-20 to -10
51577,5A,-20 to -15,5,-20 to -10
51578,5A,-20 to -15,5,-20 to -10
51579,5A,-20 to -15,5,-20 to -10
51591,5B,-15 to -10,5,-20 to -10
51593,5A,-20 to -15,5,-20 to -10
51601,5B,-15 to -10,5,-20 to -10
51603,5B,-15 to -10,5,-20 to -10
51630,5B,-15 to -10,5,-20 to -10
51631,5B,-15 to -10,5,-20 to -10
51632,5B,-15 to -10,5,-20 to -10
51636,5B,-15 to -10,5,-20 to -10
51637,5B,-15 to -10,5,-20 to -10
51638,5B,-15 to -10,5,-20 to -10
51639,5B,-15 to -10,5,-20 to -10
51640,5B,-15 to -10,5,-20 to -10
51645,5B,-15 to -10,5,-20 to -10
51646,5A,-20 to -15,5,-20 to -10
51647,5B,-15 to -10,5,-20 to -10
51648,5B,-15 to -10,5,-20 to -10
51649,5B,-15 to -10,5,-20 to -10
51650,5B,-15 to -10,5,-20 to -10
51651,5B,-15 to -10,5,-20 to -10
51652,5B,-15 to -10,5,-20 to -10
51653,5B,-15 to -10,5,-20 to -10
51654,5B,-15 to -10,5,-20 to -10
51656,5B,-15 to -10,5,-20 to -10
52001,5A,-20 to -15,5,-20 to -10
52002,5A,-20 to -15,5,-20 to -10
52003,5A,-20 to -15,5,-20 to -10
52004,5A,-20 to -15,5,-20 to -10
52030,5A,-20 to -15,5,-20 to -10
52031,5A,-20 to -15,5,-20 to -10
52032,5A,-20 to -15,5,-20 to -10
52033,5A,-20 to -15,5,-20 to -10
52035,5A,-20 to -15,5,-20 to -10
52036,5A,-20 to -15,5,-20 to -10
52037,5A,-20 to -15,5,-20 to -10
52038,5A,-20 to -15,5,-20 to -10
52039,5A,-20 to -15,5,-20 to -10
52040,5A,-20 to -15,5,-20 to -10
52041,5A,-20 to -15,5,-20 to -10
52042,5A,-20 to -15,5,-20 to -10
52043,4B,-25 to -20,4,-30 to -20
52044,4B,-25 to -20,4,-30 to -20
52045,5A,-20 to -15,5,-20 to -10
52046,5A,-20 to -15,5,-20 to -10
52047,4B,-25 to -20,4,-30 to -20
52048,5A,-20 to -15,5,-20 to -10
52049,5A,-20 to -15,5,-20 to -10
52050,4B,-25 to -20,4,-30 to -20
52052,5A,-20 to -15,5,-20 to -10
52053,5A,-20 to -15,5,-20 to -10
52054,5A,-20 to -15,5,-20 to -10
52056,5A,-20 to -15,5,-20 to -10
52057,5A,-20 to -15,5,-20 to -10
52060,5A,-20 to -15,5,-20 to -10
52064,5A,-20 to -15,5,-20 to -10
52065,5A,-20 to -15,5,-20 to -10
52066,5A,-20 to -15,5,-20 to -10
52068,5A,-20 to -15,5,-20 to -10
52069,5A,-20 to -15,5,-20 to -10
52070,5A,-20 to -15,5,-20 to -10
52071,5A,-20 to -15,5,-20 to -10
52072,4B,-25 to -20,4,-30 to -20
52073,5A,-20 to -15,5,-20 to -10
52074,5A,-20 to -15,5,-20 to -10
52075,5A,-20 to -15,5,-20 to -10
52076,4B,-25 to -20,4,-30 to -20
52077,4B,-25 to -20,4,-30 to -20
52078,5A,-20 to -15,5,-20 to -10
52079,5A,-20 to -15,5,-20 to -10
52099,5A,-20 to -15,5,-20 to -10
52101,4B,-25 to -20,4,-30 to -20
52132,4B,-25 to -20,4,-30 to -20
52133,4B,-25 to -20,4,-30 to -20
52134,4B,-25 to -20,4,-30 to -20
52135,5A,-20 to -15,5,-20 to -10
52136,4B,-25 to -20,4,-30 to -20
52140,4B,-25 to -20,4,-30 to -20
52141,5A,-20 to -15,5,-20 to -10
52142,4B,-25 to -20,4,-30 to -20
52144,4B,-25 to -20,4,-30 to -20
52146,5A,-20 to -15,5,-20 to -10
52147,4B,-25 to -20,4,-30 to -20
52149,4B,-25 to -20,4,-30 to -20
52151,5A,-20 to -15,5,-20 to -10
52154,5A,-20 to -15,5,-20 to -10
52155,4B,-25 to -20,4,-30 to -20
52156,4B,-25 to -20,4,-30 to -20
52157,5A,-20 to -15,5,-20 to -10
52158,5A,-20 to -15,5,-20 to -10
52159,5A,-20 to -15,5,-20 to -10
52160,4B,-25 to -20,4,-30 to -20
52161,4B,-25 to -20,4,-30 to -20
52162,4B,-25 to -20,4,-30 to -20
52163,4B,-25 to -20,4,-30 to -20
52164,4B,-25 to -20,4,-30 to -20
52165,4B,-25 to -20,4,-30 to -20
52166,4B,-25 to -20,4,-30 to -20
52168,4B,-25 to -20,4,-30 to -20
52169,4B,-25 to -20,4,-30 to -20
52170,5A,-20 to -15,5,-20 to -10
52171,5A,-20 to -15,5,-20 to -10
52172,5A,-20 to -15,5,-20 to -10
52175,4B,-25 to -20,4,-30 to -20
52201,5B,-15 to -10,5,-20 to -10
52202,5A,-20 to -15,5,-20 to -10
52203,5A,-20 to -15,5,-20 to -10
52204,5A,-20 to -15,5,-20 to -10
52205,5A,-20 to -15,5,-20 to -10
52206,5A,-20 to -15,5,-20 to -10
52207,5A,-20 to -15,5,-20 to -10
52208,5A,-20 to -15,5,-20 to -10
52209,5A,-20 to -15,5,-20 to -10
52210,5A,-20 to -15,5,-20 to -10
52211,5A,-20 to -15,5,-20 to -10
52212,5A,-20 to -15,5,-20 to -10
52213,5A,-20 to -15,5,-20 to -10
52214,5A,-20 to -15,5,-20 to -10
52215,5A,-20 to -15,5,-20 to -10
52216,5A,-20 to -15,5,-20 to -10
52217,5A,-20 to -15,5,-20 to -10
52218,5A,-20 to -15,5,-20 to -10
52219,5A,-20 to -15,5,-20 to -10
52220,5A,-20 to -15,5,-20 to -10
52221,5A,-20 to -15,5,-20 to -10
52222,5A,-20 to -15,5,-20 to -10
52223,5A,-20 to -15,5,-20 to -10
52224,5A,-20 to -15,5,-20 to -10
52225,5A,-20 to -15,5,-20 to -10
52227,5A,-20 to -15,5,-20 to -10
52228,5A,-20 to -15,5,-20 to -10
52229,5A,-20 to -15,5,-20 to -10
52231,5B,-15 to -10,5,-20 to -10
52232,5A,-20 to -15,5,-20 to -10
52233,5A,-20 to -15,5,-20 to -10
52235,5B,-15 to -10,5,-20 to -10
52236,5A,-20 to -15,5,-20 to -10
52237,5A,-20 to -15,5,-20 to -10
52240,5B,-15 to -10,5,-20 to -10
52241,5B,-15 to -10,5,-20 to -10
52242,5B,-15 to -10,5,-20 to -10
52243,5B,-15 to -10,5,-20 to -10
52244,5B,-15 to -10,5,-20 to -10
52245,5B,-15 to -10,5,-20 to -10
52246,5B,-15 to -10,5,-20 to -10
52247,5B,-15 to -10,5,-20 to -10
52248,5B,-15 to -10,5,-20 to -10
52249,5A,-20 to -15,5,-20 to -10
52251,5A,-20 to -15,5,-20 to -10
52252,5A,-20 to -15,5,-20 to -10
52253,5A,-20 to -15,5,-20 to -10
52254,5A,-20 to -15,5,-20 to -10
52255,5A,-20 to -15,5,-20 to -10
52257,5A,-20 to -15,5,-20 to -10
52301,5A,-20 to -15,5,-20 to -10
52302,5A,-20 to -15,5,-20 to -10
52305,5A,-20 to -15,5,-20 to -10
52306,5A,-20 to -15,5,-20 to -10
52307,5A,-20 to -15,5,-20 to -10
52308,5A,-20 to -15,5,-20 to -10
52309,5A,-20 to -15,5,-20 to -10
52310,5A,-20 to -15,5,-20 to -10
52312,5A,-20 to -15,5,-20 to -10
52313,5A,-20 to -15,5,-20 to -10
52314,5A,-20 to -15,5,-20 to -10
52315,5A,-20 to -15,5,-20 to -10
52316,5A,-20 to -15,5,-20 to -10
52317,5B,-15 to -10,5,-20 to -10
52318,5A,-20 to -15,5,-20 to -10
52320,5A,-20 to -15,5,-20 to -10
52321,5A,-20 to -15,5,-20 to -10
52322,5A,-20 to -15,5,-20 to -10
52323,5A,-20 to -15,5,-20 to -10
52324,5A,-20 to -15,5,-20 to -10
52325,5A,-20 to -15,5,-20 to -10
52326,5A,-20 to -15,5,-20 to -10
52327,5B,-15 to -10,5,-20 to -10
52328,5A,-20 to -15,5,-20 to -10
52329,5A,-20 to -15,5,-20 to -10
52330,5A,-20 to -15,5,-20 to -10
52332,5A,-20 to -15,5,-20 to -10
52333,5A,-20 to -15,5,-20 to -10
52334,5A,-20 to -15,5,-20 to -10
52335,5B,-15 to -10,5,-20 to -10
52336,5A,-20 to -15,5,-20 to -10
52337,5A,-20 to -15,5,-20 to -10
52338,5A,-20 to -15,5,-20 to -10
52339,5A,-20 to -15,5,-20 to -10
52340,5B,-15 to -10,5,-20 to -10
52341,5A,-20 to -15,5,-20 to -10
52342,5A,-20 to -15,5,-20 to -10
52344,5A,-20 to -15,5,-20 to -10
52345,5A,-20 to -15,5,-20 to -10
52346,5A,-20 to -15,5,-20 to -10
52347,5A,-20 to -15,5,-20 to -10
52348,5A,-20 to -15,5,-20 to -10
52349,5A,-20 to -15,5,-20 to -10
52351,5A,-20 to -15,5,-20 to -10
52352,5A,-20 to -15,5,-20 to -10
52353,5B,-15 to -10,5,-20 to -10
52354,5A,-20 to -15,5,-20 to -10
52355,5B,-15 to -10,5,-20 to -10
52356,5B,-15 to -10,5,-20 to -10
52358,5B,-15 to -10,5,-20 to -10
52359,5B,-15 to -10,5,-20 to -10
52361,5A,-20 to -15,5,-20 to -10
52362,5A,-20 to -15,5,-20 to -10
52401,5A,-20 to -15,5,-20 to -10
52402,5A,-20 to -15,5,-20 to -10
52403,5A,-20 to -15,5,-20 to -10
52404,5A,-20 to -15,5,-20 to -10
52405,5A,-20 to -15,5,-20 to -10
52406,5A,-20 to -15,5,-20 to -10
52407,5A,-20 to -15,5,-20 to -10
52408,5A,-20 to -15,5,-20 to -10
52409,5A,-20 to -15,5,-20 to -10
52410,5A,-20 to -15,5,-20 to -10
52411,5A,-20 to -15,5,-20 to -10
52497,5A,-20 to -15,5,-20 to -10
52498,5A,-20 to -15,5,-20 to -10
52499,5A,-20 to -15,5,-20 to -10
52501,5B,-15 to -10,5,-20 to -10
52530,5B,-15 to -10,5,-20 to -10
52531,5B,-15 to -10,5,-20 to -10
52533,5B,-15 to -10,5,-20 to -10
52534,5B,-15 to -10,5,-20 to -10
52535,5B,-15 to -10,5,-20 to -10
52536,5B,-15 to -10,5,-20 to -10
52537,5B,-15 to -10,5,-20 to -10
52540,5B,-15 to -10,5,-20 to -10
52542,5B,-15 to -10,5,-20 to -10
52543,5B,-15 to -10,5,-20 to -10
52544,5B,-15 to -10,5,-20 to -10
52548,5B,-15 to -10,5,-20 to -10
52549,5B,-15 to -10,5,-20 to -10
52550,5B,-15 to -10,5,-20 to -10
52551,5B,-15 to -10,5,-20 to -10
52552,5B,-15 to -10,5,-20 to -10
52553,5B,-15 to -10,5,-20 to -10
52554,5B,-15 to -10,5,-20 to -10
52555,5B,-15 to -10,5,-20 to -10
52556,5B,-15 to -10,5,-20 to -10
52557,5B,-15 to -10,5,-20 to -10
52560,5B,-15 to -10,5,-20 to -10
52561,5B,-15 to -10,5,-20 to -10
52562,5B,-15 to -10,5,-20 to -10
52563,5B,-15 to -10,5,-20 to -10
52565,5B,-15 to -10,5,-20 to -10
